,date,columns,crs
1209,2008-12-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1210,2008-12-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1211,2008-12-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1212,2008-12-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1213,2008-12-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1214,2008-12-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1215,2008-12-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1216,2008-12-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1217,2008-12-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1218,2008-12-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1219,2008-12-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1220,2008-12-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1221,2008-12-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1222,2008-12-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1223,2008-12-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1224,2008-12-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1225,2008-12-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1226,2008-12-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1227,2008-12-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1228,2008-12-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1229,2008-12-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1230,2008-12-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1231,2008-12-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1232,2008-12-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1233,2009-01-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1234,2009-01-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1235,2009-01-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1236,2009-01-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1237,2009-01-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1238,2009-01-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1239,2009-01-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1240,2009-01-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1241,2009-01-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1242,2009-01-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1243,2009-01-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1244,2009-01-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1245,2009-01-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1246,2009-01-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1247,2009-01-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1248,2009-01-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1249,2009-01-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1250,2009-01-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1251,2009-01-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1252,2009-01-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1253,2009-01-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1254,2009-01-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1255,2009-01-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1256,2009-01-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1257,2009-01-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1258,2009-01-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1259,2009-01-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1260,2009-01-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1261,2009-01-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1262,2009-01-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1263,2009-02-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1264,2009-02-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1265,2009-02-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1266,2009-02-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1267,2009-02-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1268,2009-02-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1269,2009-02-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1270,2009-02-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1271,2009-02-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1272,2009-02-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1273,2009-02-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1274,2009-02-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1275,2009-02-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1276,2009-02-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1277,2009-02-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1278,2009-02-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1279,2009-02-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1280,2009-02-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1281,2009-02-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1282,2009-02-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1283,2009-02-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1284,2009-02-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1285,2009-02-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1286,2009-02-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1287,2009-02-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1288,2009-02-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1289,2009-02-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1290,2009-02-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1291,2009-03-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1292,2009-03-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1293,2009-03-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1294,2009-03-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1295,2009-03-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1296,2009-03-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1297,2009-03-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1298,2009-03-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1299,2009-03-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1300,2009-03-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1301,2009-03-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1302,2009-03-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1303,2009-03-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1304,2009-03-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1305,2009-03-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1306,2009-03-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1307,2009-03-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1308,2009-03-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1309,2009-03-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1310,2009-03-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1311,2009-03-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1312,2009-03-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1313,2009-03-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1314,2009-03-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1315,2009-03-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1316,2009-03-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1317,2009-03-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1318,2009-03-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1319,2009-03-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1320,2009-03-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1321,2009-03-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1322,2009-04-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1323,2009-04-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1324,2009-04-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1325,2009-04-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1326,2009-04-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1327,2009-04-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1328,2009-04-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1329,2009-04-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1330,2009-04-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1331,2009-04-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1332,2009-04-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1333,2009-04-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1334,2009-04-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1335,2009-04-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1336,2009-04-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1337,2009-04-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1338,2009-04-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1339,2009-04-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1340,2009-04-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1341,2009-04-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1342,2009-04-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1343,2009-04-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1344,2009-04-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1345,2009-04-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1346,2009-04-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1347,2009-04-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1348,2009-04-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1349,2009-04-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1350,2009-04-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1351,2009-05-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1352,2009-05-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1353,2009-05-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1354,2009-05-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1355,2009-05-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1356,2009-05-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1357,2009-05-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1358,2009-05-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1359,2009-05-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1360,2009-05-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1361,2009-05-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1362,2009-05-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1363,2009-05-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1364,2009-05-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1365,2009-05-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1366,2009-05-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1367,2009-05-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1368,2009-05-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1369,2009-05-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1370,2009-05-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1371,2009-05-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1372,2009-05-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1373,2009-05-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1374,2009-05-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1375,2009-05-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1376,2009-05-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1377,2009-05-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1378,2009-05-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1379,2009-05-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1380,2009-05-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1381,2009-05-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1382,2009-06-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1383,2009-06-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1384,2009-06-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1385,2009-06-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1386,2009-06-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1387,2009-06-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1388,2009-06-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1389,2009-06-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1390,2009-06-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1391,2009-06-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1392,2009-06-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1393,2009-06-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1394,2009-06-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1395,2009-06-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1396,2009-06-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1397,2009-06-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1398,2009-06-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1399,2009-06-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1400,2009-06-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1401,2009-06-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1402,2009-06-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1403,2009-06-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1404,2009-06-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1405,2009-06-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1406,2009-06-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1407,2009-06-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1408,2009-06-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1409,2009-06-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1410,2009-06-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1411,2009-06-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1412,2009-07-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1413,2009-07-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1414,2009-07-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1415,2009-07-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1416,2009-07-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1417,2009-07-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1418,2009-07-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1419,2009-07-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1420,2009-07-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1421,2009-07-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1422,2009-07-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1423,2009-07-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1424,2009-07-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1425,2009-07-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1426,2009-07-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1427,2009-07-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1428,2009-07-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1429,2009-07-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1430,2009-07-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1431,2009-07-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1432,2009-07-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1433,2009-07-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1434,2009-07-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1435,2009-07-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1436,2009-07-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1437,2009-07-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1438,2009-07-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1439,2009-07-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1440,2009-07-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1441,2009-07-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1442,2009-07-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1443,2009-08-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1444,2009-08-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1445,2009-08-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1446,2009-08-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1447,2009-08-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1448,2009-08-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1449,2009-08-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1450,2009-08-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1451,2009-08-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1452,2009-08-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1453,2009-08-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1454,2009-08-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1455,2009-08-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1456,2009-08-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1457,2009-08-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1458,2009-08-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1459,2009-08-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1460,2009-08-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1461,2009-08-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1462,2009-08-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1463,2009-08-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1464,2009-08-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1465,2009-08-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1466,2009-08-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1467,2009-08-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1468,2009-08-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1469,2009-08-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1470,2009-08-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1471,2009-08-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1472,2009-08-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1473,2009-08-31 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1474,2009-09-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1475,2009-09-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1476,2009-09-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1477,2009-09-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1478,2009-09-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1479,2009-09-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1480,2009-09-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1481,2009-09-08 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1482,2009-09-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1483,2009-09-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1484,2009-09-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1485,2009-09-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1486,2009-09-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1487,2009-09-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1488,2009-09-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1489,2009-09-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1490,2009-09-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1491,2009-09-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1492,2009-09-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1493,2009-09-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1494,2009-09-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1495,2009-09-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1496,2009-09-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1497,2009-09-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1498,2009-09-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1499,2009-09-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1500,2009-09-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1501,2009-09-28 00:00:00,"Satellite, Start, End, Density, geometry, date, year",epsg:4326
1502,2009-09-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1503,2009-09-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1504,2009-10-01 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1505,2009-10-02 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1506,2009-10-03 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1507,2009-10-04 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1508,2009-10-05 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1509,2009-10-06 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1510,2009-10-07 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1511,2009-10-08 00:00:00,"Satellite, Start, End, Density, geometry, date, year",epsg:4326
1512,2009-10-09 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1513,2009-10-10 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1514,2009-10-11 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1515,2009-10-12 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1516,2009-10-13 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1517,2009-10-14 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1518,2009-10-15 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1519,2009-10-16 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1520,2009-10-17 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1521,2009-10-18 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1522,2009-10-19 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1523,2009-10-20 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1524,2009-10-21 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1525,2009-10-22 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1526,2009-10-23 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1527,2009-10-24 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1528,2009-10-25 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1529,2009-10-26 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1530,2009-10-27 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1531,2009-10-28 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1532,2009-10-29 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
1533,2009-10-30 00:00:00,"ID, Start, End, Density, geometry, date, year",epsg:4326
